IC/JC코드,IC/JC명,노선코드,노선명,경도,위도
0600I00004,화도IC,0600,서울양양선,127.312813,37.632498
0600I00005,서종IC,0600,서울양양선,127.370279,37.635152
0600I00006,설악IC,0600,서울양양선,127.496499,37.669807
0600I00008,강촌IC,0600,서울양양선,127.624887,37.733733
0600I00009,남춘천IC,0600,서울양양선,127.727131,37.752069
0600I00010,조양IC,0600,서울양양선,127.780939,37.758587
0600I00011,동홍천IC,0600,서울양양선,127.966788,37.759504
0600I00012,미사IC,0600,서울양양선,127.192074,37.581497
0600I00013,선동IC,0600,서울양양선,127.177507,37.577939
0600I00014,강일IC,0600,서울양양선,127.168218,37.573519
0600I00015,내촌IC,0600,서울양양선,128.14162,37.790065
0600I00016,내촌ICIC,0600,서울양양선,128.140784,37.789438
0600I00017,인제IC,0600,서울양양선,128.28704,37.91271
0600I00018,서양양IC,0600,서울양양선,128.534313,37.995704
0650I00012,강릉IC,0650,동해선,128.840468,37.750786
0650I00015,남양양IC,0650,동해선,128.79144,37.914604
0650I00016,망상IC,0650,동해선,129.093628,37.585212
0650I00017,옥계IC,0650,동해선,129.038909,37.620422
0650I00018,북강릉IC,0650,동해선,128.815614,37.834382
0650I00019,동해IC,0650,동해선,129.096938,37.514019
0650I00020,남강릉IC,0650,동해선,128.893478,37.69405
0650I00032,하조대IC,0650,동해선,128.695966,38.025451
0650I00033,양양IC,0650,동해선,128.591905,38.07561
0650I00125,북양양IC,0650,동해선,128.587104,38.154438
0650I00126,속초IC,0650,동해선,128.524298,38.200602
0650I00127,북양양IC,0650,동해선,128.585739,38.154576
0650I00128,속초ICIC,0650,동해선,128.524995,38.201906
0650I00133,근덕IC,0650,동해선,129.206652,37.391937
0650I00134,삼척IC,0650,동해선,129.130316,37.451892
0650J00014,강릉JCT,0650,동해선,128.835659,37.773081
0650J00127,양양JCT,0650,동해선,128.602558,38.067097
0650I00021,기장.일광IC,0655,부산포항선,129.229485,35.276914
0650I00022,온양IC,0655,부산포항선,129.261403,35.412461
0650I00023,청량IC,0655,부산포항선,129.283559,35.476825
0650I00024,해운대.송정IC,0655,부산포항선,129.206595,35.212028
0650I00026,문수IC,0655,부산포항선,129.25152,35.516648
0650I00027,장안IC,0655,부산포항선,129.236662,35.326325
0650I00029,시점IC,0655,부산포항선,129.17891,35.18064
0655I00110,범서IC,0655,부산포항선,129.285407,35.617014
0655I00111,남경주IC,0655,부산포항선,129.314798,35.730923
0655I00112,동경주IC,0655,부산포항선,129.426002,35.782829
0655I00113,남포항IC,0655,부산포항선,129.391971,35.946965
0655I00124,동부산IC,0655,부산포항선,129.203175,35.201723
0655J00109,울산JCT,0655,부산포항선,129.249089,35.559652
1000I00001,별내IC,1000,수도권제1순환선,127.11797,37.659375
1001I00002,성남IC,1000,수도권제1순환선,127.124254,37.428126
1001I00003,송파IC,1000,수도권제1순환선,127.128098,37.475024
1001I00004,서하남IC,1000,수도권제1순환선,127.151569,37.51234
1001I00006,상일IC,1000,수도권제1순환선,127.17949,37.54887
1001I00007,강일IC,1000,수도권제1순환선,127.16514,37.57334
1001I00008,토평IC,1000,수도권제1순환선,127.15696,37.58383
1001I00009,남양주IC,1000,수도권제1순환선,127.15386,37.601079
1001I00010,구리IC,1000,수도권제1순환선,127.14167,37.61539
1001I00011,퇴계원IC,1000,수도권제1순환선,127.134744,37.640141
1001J00001,판교JCT,1000,수도권제1순환선,127.097409,37.40513
1001J00005,하남JCT,1000,수도권제1순환선,127.19577,37.532
1003I00013,평촌IC,1000,수도권제1순환선,126.965242,37.382313
1003I00014,산본IC,1000,수도권제1순환선,126.930865,37.377091
1003I00017,시흥IC,1000,수도권제1순환선,126.79949,37.455728
1003I00018,장수IC,1000,수도권제1순환선,126.755651,37.465497
1003I00019,송내IC,1000,수도권제1순환선,126.747678,37.488217
1003I00020,중동IC,1000,수도권제1순환선,126.748989,37.507369
1003I00022,계양IC,1000,수도권제1순환선,126.7505,37.545429
1003I00024,김포IC,1000,수도권제1순환선,126.778369,37.597069
1003I00025,자유로IC,1000,수도권제1순환선,126.801858,37.618172
1003I00026,일산IC,1000,수도권제1순환선,126.805909,37.636223
1003J00012,학의JCT,1000,수도권제1순환선,127.002246,37.386199
1003J00015,조남JCT,1000,수도권제1순환선,126.86898,37.36879
1003J00016,안현JCT,1000,수도권제1순환선,126.819273,37.436724
1003J00021,서운JCT,1000,수도권제1순환선,126.756453,37.527571
1003J00023,노오지JCT,1000,수도권제1순환선,126.754246,37.571252
1900003869,도리분기점JCT,1000,수도권제1순환선,126.849803,37.395742
1900003910,서하남IC,1000,수도권제1순환선,127.153415,37.511827
1900003911,송파IC,1000,수도권제1순환선,127.129877,37.474394
1900003912,상일IC,1000,수도권제1순환선,127.180297,37.550273
1900003914,토평IC,1000,수도권제1순환선,127.158009,37.583731
1900003915,남양주IC,1000,수도권제1순환선,127.154776,37.60134
1900003916,구리IC,1000,수도권제1순환선,127.143447,37.614695
0100I00022,서마산IC,1020,남해제1지선,128.56207,35.23508
0100I00023,동마산IC,1020,남해제1지선,128.596884,35.251132
1020J00001,산인JCT,1020,남해제1지선,128.477507,35.272769
1020J00004,창원JCT,1020,남해제1지선,128.641812,35.27578
1900003970,서마산IC,1020,남해제1지선,128.56364,35.234966
1040I00002,장유IC,1040,남해제2지선,128.80913,35.19817
1040I00003,가락IC,1040,남해제2지선,128.89414,35.16836
1040I00004,서부산IC,1040,남해제2지선,128.9506,35.15545
1040I00005,가락IC,1040,남해제2지선,128.893979,35.16448
1040I00006,서부산ICIC,1040,남해제2지선,128.951401,35.154669
1040I00007,장유IC,1040,남해제2지선,128.810968,35.197427
1040J00001,냉정JCT,1040,남해제2지선,128.793129,35.2195
1100I00001,남동IC,1101,제2경인선(인천안양),126.71225,37.4338
1100I00003,신천IC,1101,제2경인선(인천안양),126.783543,37.431183
1100I00005,광명IC,1101,제2경인선(인천안양),126.852205,37.440653
1100I00007,석수IC,1101,제2경인선(인천안양),126.906874,37.425084
1100I00008,문학IC,1101,제2경인선(인천안양),126.676913,37.4368
1100I00009,영종IC,1101,제2경인선(인천안양),126.508455,37.475987
1100J00002,서창JCT,1101,제2경인선(인천안양),126.73851,37.43291
1100J00004,안현JCT,1101,제2경인선(인천안양),126.81658,37.437329
1100J00006,일직JCT,1101,제2경인선(인천안양),126.89492,37.423809
1100J00010,공항신도시JCT,1101,제2경인선(인천안양),126.491849,37.485697
1900003870,학익JCT,1101,제2경인선(인천안양),126.65046,37.437886
1900003871,남동IC,1101,제2경인선(인천안양),126.714689,37.43515
1200I00001,도화IC,1200,경인선,126.672625,37.462061
1200I00002,가좌IC,1200,경인선,126.675401,37.484929
1200I00003,서인천IC,1200,경인선,126.681272,37.520857
1200I00004,부평IC,1200,경인선,126.72298,37.524491
1200I00006,부천IC,1200,경인선,126.778256,37.524907
1200J00005,서운JCT,1200,경인선,126.7574,37.52411
0170I00003,부여IC,1510,서천공주선,126.85436,36.298451
0170I00009,서공주ICIC,1510,서천공주선,127.060761,36.456092
0170I00010,칠갑산IC,1510,서천공주선,126.95335,36.37441
0170I00011,서부여IC,1510,서천공주선,126.791342,36.240238
0170I00012,동서천IC,1510,서천공주선,126.783559,36.043655
0170J00008,서공주JCT,1510,서천공주선,127.064059,36.484395
0170J00013,동서천JCTJCT,1510,서천공주선,126.774982,36.060117
0010I00065,안녕IC,1711,오산화성선,127.014987,37.196926
0350J00015,서대전JCT,2510,호남선의 지선,127.316842,36.295179
1900003969,양촌IC,2510,호남선의 지선,127.218341,36.158575
2510I00001,논산IC,2510,호남선의 지선,127.134867,36.121308
2510I00002,계룡IC,2510,호남선의 지선,127.281775,36.25179
2510I00004,유성IC,2510,호남선의 지선,127.332729,36.363582
2510I00005,북대전IC,2510,호남선의 지선,127.381929,36.412675
2510J00006,논산JCT,2510,호남선의 지선,127.103715,36.081785
0140I00005,북광주IC,2530,고창담양선,126.894777,35.262029
0140I00006,장성물류IC,2530,고창담양선,126.76409,35.351076
0140I00009,남고창IC,2530,고창담양선,126.680174,35.401166
0140J00001,고창JCT,2530,고창담양선,126.654894,35.417212
0140J00002,담양JCT,2530,고창담양선,126.971447,35.253569
0140J00003,대덕JCT,2530,고창담양선,127.034483,35.247209
0140J00004,장성JCT,2530,고창담양선,126.80452,35.32996
0140J00007,장성JCT,2530,고창담양선,126.806887,35.329854
1900003713,산내JCT,3000,대전남부순환선,127.45323,36.282052
3000I00002,서대전IC,3000,대전남부순환선,127.32742,36.291709
3000I00003,안영IC,3000,대전남부순환선,127.379291,36.284701
3000I00128,서대전IC,3000,대전남부순환선,127.329733,36.292944
3000J00004,산내JCT,3000,대전남부순환선,127.44862,36.28207
4000I00004,북오산IC,4000,수도권제2순환선,127.059048,37.182843
4000J00003,동탄JCT,4000,수도권제2순환선,127.098181,37.178225
1900003529,유천IC,4510,중부내륙선의 지선,128.505676,35.81398
1900004189,북현풍 하이패스IC,4510,중부내륙선의 지선,128.436309,35.70372
4510I00001,현풍IC,4510,중부내륙선의 지선,128.440289,35.672377
4510I00002,달성IC,4510,중부내륙선의 지선,128.475923,35.768287
4510I00005,남대구IC,4510,중부내륙선의 지선,128.528911,35.837951
4510I00006,성서IC,4510,중부내륙선의 지선,128.523674,35.850379
4510I00007,서대구IC,4510,중부내륙선의 지선,128.532898,35.876976
4510I00009,화원IC,4510,중부내륙선의 지선,128.480078,35.801333
1900004949,남광산나들목IC,5000,광주외곽순환선,126.746154,35.182058
1900004969,남장성나들목IC,5000,광주외곽순환선,126.791861,35.225736
1900004971,남장성분기점JCT,5000,광주외곽순환선,126.797976,35.259769
5510I00001,물금IC,5510,중앙선의 지선,129.012692,35.307105
5510I00002,남양산IC,5510,중앙선의 지선,129.027782,35.325967
5510I00003,삼락IC,5510,중앙선의 지선,128.983472,35.193304
5510J00104,김해JCT,5510,중앙선의 지선,128.919997,35.224933
1900003278,광재IC,6000,부산외곽순환선,128.896381,35.306007
1900003279,대감JCT,6000,부산외곽순환선,128.985138,35.271282
1900003281,진영IC,6000,부산외곽순환선,128.768489,35.299178
1900003282,한림IC,6000,부산외곽순환선,128.811787,35.295885
1900003289,노포JCT,6000,부산외곽순환선,129.094741,35.291384
1900003290,금정IC,6000,부산외곽순환선,129.113324,35.284043
1900003291,기장철마IC,6000,부산외곽순환선,129.152482,35.285016
1900003292,기장JCT,6000,부산외곽순환선,129.222103,35.282105
1900003293,김해가야하이패스IC,6000,부산외곽순환선,129.002445,35.268353
1900003455,진영JCT,6000,부산외곽순환선,128.721242,35.280259
1900003569,김해금관가야IC,6000,부산외곽순환선,129.002479,35.270519
7000I90001,달서IC,7000,대구외곽순환선,128.488004,35.830644
7000I90002,다사IC,7000,대구외곽순환선,128.47052,35.854613
7000I90003,북다사IC,7000,대구외곽순환선,128.466111,35.886576
7000I90006,동명동호IC,7000,대구외곽순환선,128.556975,35.960628
7000I90007,서변IC,7000,대구외곽순환선,128.599329,35.933745
7000I90008,파군재IC,7000,대구외곽순환선,128.639811,35.937588
7000I90009,둔산IC,7000,대구외곽순환선,128.690705,35.901807
7000I90010,지천IC,7000,대구외곽순환선,128.53294,35.934495
7000J90004,칠곡JCT,7000,대구외곽순환선,128.492246,35.90868
7000J90005,상매JCT,7000,대구외곽순환선,128.702709,35.891563
